ID,date,time,employee_ID_fk,Location_ID_fk,account_number_fk,package_serial_fk
986,42844,0.3166666667,535,TDC9S3PP2PPP,592,D3L6FG
987,42591,0.6472222222,605,TOP9HY84NN0A,132,GPXYY4
988,42591,0.8972222222,699,VBTSZ3KRDE7Z,132,GPXYY4
989,42592,0.1180555556,248,TDP1AYM6UKPG,132,GPXYY4
990,42057,0.7222222222,642,TOTP5PCAM8PP,529,DGZUMJ
991,42057,0.8770833333,1058,V2GPPLHK6EH2,529,DGZUMJ
992,42058,0.1354166667,764,HHPN04788PXU,529,DGZUMJ
993,42058,0.2798611111,1164,V1A7VXKPNL7C,529,DGZUMJ
994,42058,0.4368055556,1115,TDXYM5Z9S2PW,529,DGZUMJ
995,42300,0.1840277778,290,TOXPKJPH9PPP,609,PNFW78
996,42300,0.2972222222,238,V3FPMM0KB0EA,609,PNFW78
997,42300,0.5673611111,431,HENHMFZPPHTJ,609,PNFW78
998,42300,0.8208333333,773,VJWPFP1B4PLP,609,PNFW78
999,42300,0.9944444444,367,TDUT9K3FDHJ2,609,PNFW78
1000,42020,0.8173611111,684,TOK8PPMPTMPB,182,WLJUVF
1001,42021,0.01944444444,867,HLYPAA6V6P4B,182,WLJUVF
1002,42021,0.1631944444,476,VFHRNBPRP26P,182,WLJUVF
1003,42021,0.3159722222,387,TDG8B2MTHRCP,182,WLJUVF
1004,42375,0.8048611111,388,TOEPBBJ7CLAC,338,H14TIO
1005,42376,0.06319444444,1095,VPPX4ZYPPNPS,338,H14TIO
1006,42376,0.2326388889,587,HYHSPKMPN21N,338,H14TIO
1007,42376,0.3576388889,1147,VPPKJSPGMR80,338,H14TIO
1008,42376,0.6180555556,1173,TDJPFKP6VM3Y,338,H14TIO
1009,41828,0.5090277778,758,TOPWWP8V3EXP,110,BWW29E
1010,41828,0.7534722222,1182,VRTPFPRH72PZ,110,BWW29E
1011,41829,0.007638888889,673,TDPJM5PPAPVP,110,BWW29E
1012,42996,0.2902777778,254,TOUNX3PZ5EM7,619,LZFOTL
1013,42996,0.4319444444,1178,HHGCDT7E83P4,619,LZFOTL
1014,42996,0.7034722222,636,VAJJJ3SLYPNX,619,LZFOTL
1015,42996,0.9076388889,1159,TDDTL2SWFAWV,619,LZFOTL
1016,43190,0.625,374,TOP0ED3WPP2U,568,B0S9C9
1017,43190,0.8388888889,1141,VPDPXLJ5LSGL,568,B0S9C9
1018,43191,0.05833333333,299,HGPP4C72C3P7,568,B0S9C9
1019,43191,0.2506944444,451,VJMPPNPLV397,568,B0S9C9
1020,43191,0.5256944444,1106,TDP5FDNMWPP9,568,B0S9C9
1021,42414,0.3548611111,1139,TOMPB911DRXP,311,VCAAUZ
1022,42414,0.5701388889,489,VVFM3RNNZPLJ,311,VCAAUZ
1023,42414,0.70625,436,TD3CPYK4PDLM,311,VCAAUZ
1024,41834,0.9020833333,1140,TOB3XU94KP79,650,FBUN1T
1025,41835,0.02916666667,266,VPLJP5PPXHAF,650,FBUN1T
1026,41835,0.2625,683,TD9GVEGWPJVS,650,FBUN1T
1027,42038,0.008333333333,551,TOMM1B1GPPZG,28,CMXYMQ
1028,42038,0.1708333333,409,VFBDESN4SP0E,28,CMXYMQ
1029,42038,0.3083333333,361,HPFCPA3SFT1P,28,CMXYMQ
1030,42038,0.5465277778,1019,VFHRNBPRP26P,28,CMXYMQ
1031,42038,0.6902777778,905,TDYCPPHL3UH8,28,CMXYMQ
1032,42729,0.3104166667,555,TOCUY5K1PGPP,566,AF09R7
1033,42729,0.4597222222,511,VPWPWABPPNZP,566,AF09R7
1034,42729,0.5958333333,801,TDLN42HBUNPP,566,AF09R7
1035,41724,0.003472222222,473,TO1PBNLBVGEZ,469,54MK1O
1036,41724,0.2090277778,612,VHPCMDE2PKBP,469,54MK1O
1037,41724,0.4527777778,1177,HBDAJPC1SJTP,469,54MK1O
1038,41724,0.6798611111,437,VFLNZZSSYPPH,469,54MK1O
1039,41724,0.8472222222,961,TDBAVPMP6ZLE,469,54MK1O
1040,42742,0.03055555556,774,TOJZTWGHDJBT,251,SCRFOS
1041,42742,0.1652777778,436,V1NRPSFHP5CP,251,SCRFOS
1042,42742,0.4125,423,TDK9HL6LPVKU,251,SCRFOS
1043,42671,0.8020833333,363,TOG7ZPNP44HH,348,9VBDFR
1044,42671,0.93125,600,VN81LGXPN66B,348,9VBDFR
1045,42672,0.1013888889,228,HMNTSH61NFPP,348,9VBDFR
1046,42672,0.3430555556,598,V1PDPCM9K9VH,348,9VBDFR
1047,42672,0.5743055556,1153,TDMJWVP3G11F,348,9VBDFR
1048,42156,0.1326388889,421,TOWH0BJPP5TJ,655,BB9VXY
1049,42156,0.3777777778,998,HSU4GLDU8XPZ,655,BB9VXY
1050,42156,0.5534722222,347,VAM87NPPNEX5,655,BB9VXY
1051,42156,0.6770833333,257,TDP1G8MAPU3K,655,BB9VXY
1052,41524,0.6895833333,946,TOEPBBJ7CLAC,410,SZZXRZ
1053,41524,0.9513888889,236,VP4PPP7KTTNB,410,SZZXRZ
1054,41525,0.1416666667,974,TDPTUSTGPM35,410,SZZXRZ
1055,42118,0.8520833333,895,TOPPL5MZ2X96,336,KU9FKY
1056,42119,0.1215277778,1110,VNL5AYN2X2XB,336,KU9FKY
1057,42119,0.2604166667,684,TDLPPSMJA0JC,336,KU9FKY
1058,43208,0.04513888889,298,TOPPP6P2P1PV,611,NW1OVP
1059,43208,0.3125,706,VEGPVUXTA2PD,611,NW1OVP
1060,43208,0.5402777778,875,H8P4JPFVMBRD,611,NW1OVP
1061,43208,0.6694444444,859,V3BLTPAPGYMP,611,NW1OVP
1062,43208,0.8138888889,896,TDN4NPPPH6V6,611,NW1OVP
1063,41532,0.003472222222,916,TOSPPNRPNPKK,68,4H3EXU
1064,41532,0.1791666667,655,HBDAJPC1SJTP,68,4H3EXU
1065,41532,0.4423611111,1197,V6LPYYXBEWCL,68,4H3EXU
1066,41532,0.5930555556,243,TDCARPAUZVAE,68,4H3EXU
1067,42373,0.675,451,TOTJF5L4FZ9L,456,6JNDHD
1068,42373,0.8826388889,314,VRZTPTPUPYLN,456,6JNDHD
1069,42374,0.08194444444,476,TDZHNTJ7EP6J,456,6JNDHD
1070,42510,0.9166666667,877,TORAAPF8YA3P,426,90S7NN
1071,42511,0.07638888889,857,VCJBEPPPPCUP,426,90S7NN
1072,42511,0.2159722222,696,TDPNP2VWHH1S,426,90S7NN
1073,41325,0.8645833333,386,TOMKEMJAKPEP,152,HKIPC1
1074,41325,0.9694444444,857,HMLPD5K07VFL,152,HKIPC1
1075,41326,0.1159722222,915,V70XEALDPPJP,152,HKIPC1
1076,41326,0.3152777778,612,TDR17S5U9PPT,152,HKIPC1
1077,43198,0.6513888889,715,TORL4YP3YLN2,535,5NQDVU
1078,43198,0.9138888889,976,VNNG7PNJAPCP,535,5NQDVU
1079,43199,0.02291666667,304,HFM3PSPH8XVP,535,5NQDVU
1080,43199,0.1354166667,243,VA1KKXDP07LC,535,5NQDVU
1081,43199,0.3138888889,1147,TDJXBJUGNZJP,535,5NQDVU
1082,42571,0.5229166667,728,TOSX17PRDPZU,563,LYBJ9V
1083,42571,0.7819444444,835,VB1SLLPJKWAP,563,LYBJ9V
1084,42571,0.8986111111,1119,TDNA3PRT7EC7,563,LYBJ9V
1085,41650,0.86875,786,TOU0A3DPPP7D,14,7JLW2U
1086,41650,0.9902777778,613,VKZ220HDFPLF,14,7JLW2U
1087,41651,0.09375,932,TDKPLG3PKV71,14,7JLW2U
1088,43400,0.01875,275,TO8MB97PPMPP,651,XIVDHC
1089,43400,0.1326388889,601,H67PNRJKWHDT,651,XIVDHC
1090,43400,0.2847222222,763,VFZ8MXW5Y4T2,651,XIVDHC
1091,43400,0.5166666667,1020,TDNA3PRT7EC7,651,XIVDHC
1092,43443,0.6145833333,393,TOFVDPLYPP0Y,312,453S8V
1093,43443,0.7631944444,323,HPES1U40KVLD,312,453S8V
1094,43444,0.03125,1065,VNPFP57PZHJK,312,453S8V
1095,43444,0.125,729,TD0KAKD52V0S,312,453S8V
1096,42973,0.2201388889,756,TORXGP98PPUC,365,SN7KGA
1097,42973,0.3770833333,261,V66CZSPR6ZP6,365,SN7KGA
1098,42973,0.5875,729,TD6UYWE4M0M3,365,SN7KGA
1099,42307,0.4604166667,891,TOGPL9FWCWU8,230,QZ2IOA
1100,42307,0.6333333333,1016,V660PPPX2CPU,230,QZ2IOA
1101,42307,0.8666666667,977,HM4R5RPPYZ85,230,QZ2IOA
1102,42307,0.9951388889,419,VFPPPMFPTNPY,230,QZ2IOA
1103,42308,0.1263888889,989,TDK9HL6LPVKU,230,QZ2IOA
1104,41884,0.5493055556,840,TOSMMB9PPLEN,538,IW51O1
1105,41884,0.7131944444,244,VFFRT1AK2HP5,538,IW51O1
1106,41884,0.9979166667,1136,TDTVELC336WX,538,IW51O1
1107,42863,0.7104166667,720,TO3DELPP4NYB,292,Z3O8B7
1108,42863,0.9909722222,730,VLY7NJ4FD15M,292,Z3O8B7
1109,42864,0.1881944444,479,TDHC1BPVZPDD,292,Z3O8B7
1110,42637,0.03125,663,TO0UYRPJ1ZLS,33,MWP85X
1111,42637,0.2194444444,997,V9XWUJPBBM4P,33,MWP85X
1112,42637,0.4930555556,470,H8GPMDFAHP5F,33,MWP85X
1113,42637,0.5923611111,529,VGN4PHATCNG3,33,MWP85X
1114,42637,0.8520833333,586,TDPP5KNPPKPM,33,MWP85X
1115,42616,0.7451388889,214,TOPCFDDELKFZ,244,X2YX4B
1116,42616,0.9375,1006,VZ2PNYFWWLN0,244,X2YX4B
1117,42617,0.1916666667,756,TDPPPRA1PNKN,244,X2YX4B
1118,43113,0.4861111111,523,TO3DELPP4NYB,101,S8JTUX
1119,43113,0.6673611111,323,VBHELADKM9PP,101,S8JTUX
1120,43113,0.8791666667,858,TDSPFKE4DK32,101,S8JTUX
1121,42543,0.3423611111,894,TONNR1DM4PLP,26,W6O146
1122,42543,0.5854166667,328,HPD0YS9P7PMZ,26,W6O146
1123,42543,0.8729166667,985,V1TM4FVN7FKE,26,W6O146
1124,42543,0.9770833333,240,TDBAVPMP6ZLE,26,W6O146
1125,42622,0.05972222222,1081,TO0VSYP1JSJ7,247,67Z6L7
1126,42622,0.2604166667,269,VHFHPDJMJN8J,247,67Z6L7
1127,42622,0.3944444444,482,TDTM0PXTDKU7,247,67Z6L7
1128,43203,0.08472222222,1020,TOY2K34MPPZN,300,4OPW28
1129,43203,0.3069444444,611,VPJPMPCWPLVD,300,4OPW28
1130,43203,0.5152777778,1140,HCP7EXPBP7LJ,300,4OPW28
1131,43203,0.7215277778,1156,VLR9P6LPG4RP,300,4OPW28
1132,43203,0.8361111111,911,TDC9S3PP2PPP,300,4OPW28
1133,41578,0.3041666667,1112,TOEFX6VHP6JP,565,ERVA5Q
1134,41578,0.5819444444,275,H0ZR5WA6HNP1,565,ERVA5Q
1135,41578,0.7715277778,380,VBSP3LJKLRVL,565,ERVA5Q
1136,41579,0.03958333333,1164,TDLN42HBUNPP,565,ERVA5Q
1137,41401,0.16875,793,TOWG9DV3AUJP,590,IRQYQW
1138,41401,0.3256944444,601,VCPPK1K9LBR2,590,IRQYQW
1139,41401,0.4729166667,388,TDB1K4SS5UVP,590,IRQYQW
1140,42016,0.1194444444,396,TOMJPDUPPBBG,44,LO54RX
1141,42016,0.2229166667,684,HCP6Y9MP4PFP,44,LO54RX
1142,42016,0.4930555556,1037,VJTVA1P8P5F8,44,LO54RX
1143,42016,0.6125,812,TD6RPHEPDPL3,44,LO54RX
1144,42931,0.7777777778,541,TONFNJGPUP2U,97,7BDQ08
1145,42931,0.9444444444,1147,HBDUFJC0DLMJ,97,7BDQ08
1146,42932,0.1423611111,850,VBA6PF5Y7MFS,97,7BDQ08
1147,42932,0.36875,1017,TDC2PSNJ0F09,97,7BDQ08
1148,42304,0.3138888889,470,TO6PLPPWPRDF,575,L95UXS
1149,42304,0.5291666667,521,HCUK4PJP8J02,575,L95UXS
1150,42304,0.6465277778,447,V5CF2MGVKDNJ,575,L95UXS
1151,42304,0.8569444444,1180,TDZHNTJ7EP6J,575,L95UXS
1152,41426,0.5652777778,294,TOYF3P0RRTV3,654,T70QJ1
1153,41426,0.6666666667,833,VPRPP479PNBV,654,T70QJ1
1154,41426,0.8430555556,954,TDLN42HBUNPP,654,T70QJ1
1155,43305,0.8319444444,567,TOVAEPBZ4PNP,647,TNKWFC
1156,43305,0.9333333333,362,VA6P8R1XR6P2,647,TNKWFC
1157,43306,0.1048611111,948,TDJJPBGS1J18,647,TNKWFC
1158,42698,0.5229166667,313,TOFVDPLYPP0Y,148,UJCCHB
1159,42698,0.6409722222,384,HXC8LJKP9REK,148,UJCCHB
1160,42698,0.7652777778,331,VFWHBPP8MPPP,148,UJCCHB
1161,42698,0.9298611111,1132,TDCPZMP0PBBA,148,UJCCHB
1162,42037,0.6618055556,872,TOZEAPSNP22L,90,OYCML6
1163,42037,0.7944444444,354,HNHNPRWETPHF,90,OYCML6
1164,42038,0.03680555556,1190,VB5TYX5NPPHM,90,OYCML6
1165,42038,0.175,1144,TDJMVPPKPMNA,90,OYCML6
1166,41359,0.1972222222,395,TOWWBPPTUL7X,457,LI8R5U
1167,41359,0.4131944444,704,VB1SLLPJKWAP,457,LI8R5U
1168,41359,0.5354166667,938,TDK9HL6LPVKU,457,LI8R5U
1169,42304,0.5888888889,1065,TOEPBBJ7CLAC,392,K7SR6P
1170,42304,0.8027777778,1045,VPP486P6TJ8B,392,K7SR6P
1171,42305,0.06597222222,362,TDDCABKUK2CL,392,K7SR6P
1172,42848,0.5569444444,347,TOR2MPXA1P3C,84,0KW3QI
1173,42848,0.6798611111,467,VJPUYHVVKKTA,84,0KW3QI
1174,42848,0.8888888889,524,HU1FLR6PU5PF,84,0KW3QI
1175,42849,0.1118055556,1023,V6PP04VU7NVU,84,0KW3QI
1176,42849,0.3159722222,405,TD8VFM54L7PD,84,0KW3QI
1177,42242,0.1708333333,702,TOJPUZPTE9RA,501,0BUNS4
1178,42242,0.4409722222,1192,H6X1MBBPTL7L,501,0BUNS4
1179,42242,0.6923611111,1073,VLEPBPT86ZDD,501,0BUNS4
1180,42242,0.8125,676,TD6RPHEPDPL3,501,0BUNS4
1181,41648,0.5493055556,228,TOPNFPXPJPMX,298,9QM6GJ
1182,41648,0.8048611111,948,VZCVVHRS6KJP,298,9QM6GJ
1183,41649,0.06111111111,883,HFATXH97P303,298,9QM6GJ
1184,41649,0.1875,1107,VAP1TPKPP7P2,298,9QM6GJ
1185,41649,0.3583333333,580,TDXKPPNNV1JA,298,9QM6GJ
1186,41797,0.3381944444,957,TOX4PP9PP352,513,OMRPLN
1187,41797,0.4840277778,1029,HFYPGK5PAKEH,513,OMRPLN
1188,41797,0.6472222222,1068,V4SM8SP0BTXN,513,OMRPLN
1189,41797,0.7659722222,267,TDBMMDNUP0PU,513,OMRPLN
1190,43410,0.1909722222,343,TOUNX3PZ5EM7,410,3VXCUW
1191,43410,0.4180555556,1022,H1ENPM5CMELU,410,3VXCUW
1192,43410,0.6201388889,231,VYSYVPTPH5ME,410,3VXCUW
1193,43410,0.7298611111,442,TDATHLPFPPMJ,410,3VXCUW
1194,42736,0.6791666667,238,TOPNKDYJEPPP,147,B0XFEH
1195,42736,0.8972222222,1163,HMMNYP4AL29P,147,B0XFEH
1196,42737,0.14375,851,VP4PPP7KTTNB,147,B0XFEH
1197,42737,0.4055555556,679,TD0U2U1JABJP,147,B0XFEH
1198,41537,0.8270833333,372,TODVPXCEN3XF,467,P7LCKO
1199,41538,0.06458333333,1178,VGJFXPVPVA0E,467,P7LCKO
1200,41538,0.2548611111,638,TDGDRKPRXD3N,467,P7LCKO
1201,42481,0.8576388889,851,TO5FH1C4KAH2,178,1VTKX7
1202,42482,0.1138888889,417,VNSRZPC1PVYD,178,1VTKX7
1203,42482,0.3368055556,1187,HHNPJUJ9PZPP,178,1VTKX7
1204,42482,0.5701388889,602,V7PEL42PYUFP,178,1VTKX7
1205,42482,0.68125,589,TDS38PP6PL20,178,1VTKX7
1206,42615,0.4743055556,547,TOPNYNP3K0FZ,436,7CNJWI
1207,42615,0.7097222222,906,VNSRZPC1PVYD,436,7CNJWI
1208,42615,0.9340277778,243,HHMCFJ9NG2EL,436,7CNJWI
1209,42616,0.08472222222,635,VAGGWK7BPAP3,436,7CNJWI
1210,42616,0.2951388889,614,TD6RPHEPDPL3,436,7CNJWI
1211,42384,0.7333333333,431,TO2M0JHAL3H0,222,U6IFPW
1212,42384,0.8965277778,623,HCDYT9TCVMM2,222,U6IFPW
1213,42385,0.1458333333,969,VHPNPSKP9SG6,222,U6IFPW
1214,42385,0.2729166667,355,TDSPFKE4DK32,222,U6IFPW
1215,42991,0.4715277778,282,TORL4YP3YLN2,494,HY0XL8
1216,42991,0.6715277778,928,HFR40PVM4D70,494,HY0XL8
1217,42991,0.8361111111,429,VHPNPSKP9SG6,494,HY0XL8
1218,42992,0.1055555556,399,TDPTUSTGPM35,494,HY0XL8
1219,42784,0.7375,1046,TOSX17PRDPZU,581,JV83WB
1220,42784,0.8583333333,286,HJLYU1KPWTP6,581,JV83WB
1221,42785,0.0875,929,VM5PP84LKK13,581,JV83WB
1222,42785,0.2381944444,466,TDWPNPP3AT19,581,JV83WB
1223,41656,0.6222222222,708,TOT03P9MUUKG,534,65B2E0
1224,41656,0.8486111111,267,HE3CME510RD5,534,65B2E0
1225,41656,0.9791666667,319,V12VVT1ZJKEZ,534,65B2E0
1226,41657,0.1979166667,612,TDXYM5Z9S2PW,534,65B2E0
1227,43391,0.11875,309,TOMNBGH76MPG,263,I4LA00
1228,43391,0.2923611111,479,VUP8KMB1UPG8,263,I4LA00
1229,43391,0.4826388889,1098,H4RPP7FZBNHP,263,I4LA00
1230,43391,0.6416666667,798,VJRCKTKCAJE8,263,I4LA00
1231,43391,0.9069444444,856,TDTPPEHR97CU,263,I4LA00
1232,41839,0.86875,429,TOB8PPP0LJ7U,24,ZLY681
1233,41840,0.11875,726,VGLJPA1YKP5G,24,ZLY681
1234,41840,0.3444444444,946,HC36EN9JEDMM,24,ZLY681
1235,41840,0.5402777778,505,VPP0SBPJ2DPL,24,ZLY681
1236,41840,0.7194444444,610,TD5GGJP9TBEA,24,ZLY681
1237,41544,0.5402777778,233,TOPL2P54X9MT,424,C82AC5
1238,41544,0.6673611111,1019,VHPCMDE2PKBP,424,C82AC5
1239,41544,0.8104166667,347,TDYCPPHL3UH8,424,C82AC5
1240,41319,0.8236111111,1102,TOPP7VHKJ37G,151,S0FMMB
1241,41320,0.06180555556,1143,VTJLCKPGX5PP,151,S0FMMB
1242,41320,0.2611111111,884,HPKVW6ZXPSNP,151,S0FMMB
1243,41320,0.4638888889,1047,V5G2PW4PBPP8,151,S0FMMB
1244,41320,0.6645833333,524,TDP3WY7D5EKT,151,S0FMMB
1245,42534,0.9375,216,TOMHHPP623JH,394,I7XFH8
1246,42535,0.04583333333,294,V4SM8SP0BTXN,394,I7XFH8
1247,42535,0.2208333333,1173,TDMPMZ84MKPP,394,I7XFH8
1248,42864,0.1354166667,1035,TOBPTL2MPUDY,328,3M1BFT
1249,42864,0.2895833333,241,V1PDPCM9K9VH,328,3M1BFT
1250,42864,0.3875,494,HGXNEPLWJPKP,328,3M1BFT
1251,42864,0.5701388889,857,VPLVJNPNUEJG,328,3M1BFT
1252,42864,0.7430555556,358,TDPCJHELPPKP,328,3M1BFT
1253,42188,0.1409722222,338,TOPHL52SAPP7,291,VMHAN8
1254,42188,0.3965277778,213,HPJ0CPP9YHSK,291,VMHAN8
1255,42188,0.5263888889,963,VM0BGF7PMPAS,291,VMHAN8
1256,42188,0.6291666667,211,TD0EM8DPPVPJ,291,VMHAN8
1257,42333,0.1451388889,357,TOPP7VHKJ37G,129,T5J2NN
1258,42333,0.4083333333,919,VMPPL4PRHLPH,129,T5J2NN
1259,42333,0.5465277778,859,TDNPRYDPULPL,129,T5J2NN
1260,41970,0.2354166667,360,TOZGMAD46P07,210,PMSE5M
1261,41970,0.4465277778,248,VJP6LV4LEMG1,210,PMSE5M
1262,41970,0.6951388889,1157,H89NLG9PMEPT,210,PMSE5M
1263,41970,0.9416666667,678,VJ1TFPNEKE71,210,PMSE5M
1264,41971,0.05,954,TDS4P88YKGX4,210,PMSE5M
1265,42958,0.3215277778,627,TO3DELPP4NYB,80,SMWFHF
1266,42958,0.5173611111,1055,HE9P6Y3STGPP,80,SMWFHF
1267,42958,0.6673611111,1104,V4CS6VDFFPEA,80,SMWFHF
1268,42958,0.8611111111,206,TDPTUSTGPM35,80,SMWFHF
1269,42510,0.8548611111,1102,TOPSPPCPDZUM,494,72P28O
1270,42511,0.0875,1171,VCXXKEP9BMJ6,494,72P28O
1271,42511,0.3527777778,785,TDGDRKPRXD3N,494,72P28O
1272,41408,0.7104166667,990,TOK4JT8H7SR1,529,3L484M
1273,41408,0.9048611111,1193,VPX6PG2JAAPB,529,3L484M
1274,41409,0.07291666667,539,HJGK2YAEGRWT,529,3L484M
1275,41409,0.18125,316,VPLJP5PPXHAF,529,3L484M
1276,41409,0.3263888889,593,TDPVP2BU4PS3,529,3L484M
1277,42257,0.8305555556,1022,TOLPPP3HKYBR,45,DWTUUX
1278,42257,0.94375,876,VH4PVY0EH4LP,45,DWTUUX
1279,42258,0.1152777778,434,TDFUW096HED3,45,DWTUUX
1280,42674,0.03263888889,1047,TOPW51LPJFEP,229,1MV445
1281,42674,0.1958333333,877,V5JJH7TDB0PS,229,1MV445
1282,42674,0.4145833333,1038,HAE6T5EP8UZU,229,1MV445
1283,42674,0.60625,1121,VNL5AYN2X2XB,229,1MV445
1284,42674,0.7659722222,455,TDWPNPP3AT19,229,1MV445
1285,42554,0.8638888889,1139,TOPNP9X0GV4P,302,I7SU6T
1286,42555,0.1236111111,471,VFMPTUWLL96X,302,I7SU6T
1287,42555,0.3006944444,1028,TDL4KP0RCNZV,302,I7SU6T
1288,43365,0.8013888889,449,TOMKEMJAKPEP,486,AVAZDW
1289,43365,0.9201388889,977,VMKPPXP8FJ38,486,AVAZDW
1290,43366,0.1486111111,342,HPFCPA3SFT1P,486,AVAZDW
1291,43366,0.36875,314,V5CF2MGVKDNJ,486,AVAZDW
1292,43366,0.6034722222,661,TDJMVPPKPMNA,486,AVAZDW
1293,42578,0.2430555556,651,TOR2MPXA1P3C,275,97ACTG
1294,42578,0.3534722222,850,VMHP4FZHZN42,275,97ACTG
1295,42578,0.54375,1129,HBP42PS27PKP,275,97ACTG
1296,42578,0.6902777778,1114,VENKEPPZPLHM,275,97ACTG
1297,42578,0.8451388889,531,TD7YH4HFG1PA,275,97ACTG
1298,42216,0.07430555556,566,TORAAPF8YA3P,420,UC72SC
1299,42216,0.2861111111,513,VXPPXJNP2KKH,420,UC72SC
1300,42216,0.4104166667,871,TD485DPTPJMW,420,UC72SC
1301,42121,0.02986111111,345,TOG7ZPNP44HH,389,WLTU3M
1302,42121,0.2020833333,644,H33SPT4VP0JK,389,WLTU3M
1303,42121,0.3354166667,284,VZCVVHRS6KJP,389,WLTU3M
1304,42121,0.4826388889,697,TDJPFKP6VM3Y,389,WLTU3M
1305,42154,0.2527777778,598,TOGLVDENPZDN,329,H461WV
1306,42154,0.3798611111,662,V82PNV5N3C9P,329,H461WV
1307,42154,0.5680555556,1090,TDGMWAW2KFNL,329,H461WV
1308,42135,0.7777777778,1133,TOVAEPBZ4PNP,168,F3UDGD
1309,42135,0.8875,915,V4PRPDZPMH4V,168,F3UDGD
1310,42136,0.04513888889,1181,TDA98FFV72VP,168,F3UDGD
1311,42454,0.1979166667,1179,TO393SZX1VPP,421,MNGDPS
1312,42454,0.3916666667,497,HASRHBV9DYTD,421,MNGDPS
1313,42454,0.5756944444,960,VCVP7JPSBGVN,421,MNGDPS
1314,42454,0.6791666667,1102,TDKALLGNNHPJ,421,MNGDPS
1315,42144,0.26875,260,TONHU8JTPEJG,154,W8SZO7
1316,42144,0.5076388889,243,VGP8PYAD496F,154,W8SZO7
1317,42144,0.7395833333,1047,TD4PRNLRPJSV,154,W8SZO7
1318,41839,0.7034722222,1115,TOMM1B1GPPZG,492,YU23LP
1319,41839,0.8569444444,989,VCXXKEP9BMJ6,492,YU23LP
1320,41840,0.01875,400,HPPP7C1LF8E1,492,YU23LP
1321,41840,0.2458333333,677,VTTR9LCZXTT2,492,YU23LP
1322,41840,0.4833333333,983,TD1P79DMYPMJ,492,YU23LP
1323,41993,0.3548611111,812,TOUJWPKLS5PU,334,S3ZOV1
1324,41993,0.4756944444,373,VP65MLLFPP11,334,S3ZOV1
1325,41993,0.6333333333,256,TDHLKNGPYW8P,334,S3ZOV1
1326,41710,0.5861111111,563,TOT08JK6LC6L,341,KFW22L
1327,41710,0.8069444444,866,VGPPPGSPWP9W,341,KFW22L
1328,41710,0.9625,218,HPCCMCUKZ0WF,341,KFW22L
1329,41711,0.11875,566,VJNGZXPANPVY,341,KFW22L
1330,41711,0.2604166667,222,TDS4P88YKGX4,341,KFW22L
1331,41764,0.1819444444,597,TOPNW4BYRZPP,245,L9U3OA
1332,41764,0.3604166667,1026,VR0N1SNZW8VX,245,L9U3OA
1333,41764,0.5625,1186,H7PYAGE2PDM6,245,L9U3OA
1334,41764,0.8006944444,1188,VBPSPVGFK5R8,245,L9U3OA
1335,41765,0.06736111111,213,TDPNP2VWHH1S,245,L9U3OA
1336,42766,0.3243055556,294,TOTJF5L4FZ9L,358,UNCSVX
1337,42766,0.4777777778,885,H6CBGLPVDPZ1,358,UNCSVX
1338,42766,0.6479166667,872,VAFGEMPHSLPY,358,UNCSVX
1339,42766,0.7881944444,561,TDJJPBGS1J18,358,UNCSVX
1340,42479,0.6361111111,353,TON5RMMNPK2Z,90,N4NALO
1341,42479,0.75,924,HK544558RBLM,90,N4NALO
1342,42479,0.9097222222,999,V4PFNDY6PBBJ,90,N4NALO
1343,42480,0.1166666667,922,TDPBCE3JA972,90,N4NALO
1344,42779,0.5173611111,384,TOFAP6GP7YJA,445,32OFBT
1345,42779,0.6902777778,702,VPL5HN9L3YXK,445,32OFBT
1346,42779,0.8340277778,816,TDJMVPPKPMNA,445,32OFBT
1347,42988,0.2138888889,664,TO1NPJPHMPMP,222,FZEKBX
1348,42988,0.4388888889,1143,VBPSPVGFK5R8,222,FZEKBX
1349,42988,0.5777777778,1054,H2PNKVCKHFS8,222,FZEKBX
1350,42988,0.7451388889,418,V8PCM94MKMPJ,222,FZEKBX
1351,42988,0.85,1171,TDSC13L8PPJP,222,FZEKBX
1352,41338,0.4736111111,209,TO46W9PA67PP,3,VPJFZU
1353,41338,0.6277777778,780,HM77PBBPT8TF,3,VPJFZU
1354,41338,0.8083333333,565,VPZZM5PPPP30,3,VPJFZU
1355,41339,0.05486111111,450,TDPACTDP4STL,3,VPJFZU
1356,42573,0.3361111111,1014,TONKPJSFXZXP,273,SVZDG8
1357,42573,0.5048611111,774,V45VMK5PLPKP,273,SVZDG8
1358,42573,0.6631944444,465,HG69P4ZUNY7M,273,SVZDG8
1359,42573,0.8340277778,991,VBF2UKLAFGPL,273,SVZDG8
1360,42574,0.04930555556,837,TDNHMSPVGPP0,273,SVZDG8
1361,41719,0.5604166667,1171,TOJHPR05L9MP,504,Y3H27Y
1362,41719,0.7173611111,931,H6P4G5UP2BYP,504,Y3H27Y
1363,41719,0.9951388889,636,V4NC63XPMPDT,504,Y3H27Y
1364,41720,0.1069444444,246,TDN7GPSPU1N6,504,Y3H27Y
1365,42580,0.7055555556,339,TO8L0P9P71MV,642,I1M919
1366,42580,0.9263888889,238,VCYMUE2PFWNA,642,I1M919
1367,42581,0.07361111111,326,HCJSNSPPLPPP,642,I1M919
1368,42581,0.2284722222,240,VEHK2P2K1GPP,642,I1M919
